hotel_name,location,wrote,rating,title,review_text
Zoetry Agua Punta Cana,"Vatican City, Italy",July 2021,5,Vacaciones en mi segunda casa,"5 noches ha sido muy poco ,pero disfrutamos bastante,la pasamos genial ,muy buen servicio personalizado,siempre algo que hacer ,Jose de entrenamiento se encargo de hacernos disfrutar,reir ,gracias por todo estamos muy a gusto ,y volveremos pronto…"
Zoetry Agua Punta Cana,"Vatican City, Italy",July 2021,5,Magnífica experiencia,"La RD nunca ha sido un destino que nos atrajera por él tipos de turismo de masas que suele ir.pero nad as Lego’s d en la realidad la experiencia vívidamente ZOETRY. Hotel con una construcción integrada con la naturaleza y respetuoso con el medio ambiente. La tranquilidad y paz que se respira se contagia lo que que te hace poder relajarte tanto en su paya como en la piscina. Los servicios y atención al cliente exquisitos por parte de TODO el personal. Los restaurantes fantásticos, sin tener que hacer ni un solo minuto de espera, y la cocina…, de 10!!. Tuvimos un pequeño problema de goteras en la habitación y gestionaron el cambio de habitación de manera rápida y eficiente, no tuvimos ni que tocar la ropa de los armarios. Hotel 100% recomendable."
Zoetry Agua Punta Cana,"Vatican City, Italy",June 2021,5,Muy buen servicio,"Plenamente satisfecho y alegre de haber seleccionado este destino para pasar nuestra luna de miel, quiero destacar el servicio y las atenciones del Sr. Plata por su excelente labor en el área de restaurantes."
Zoetry Agua Punta Cana,"Boynton Beach, Florida",June 2021,5,Zoetry Paraíso!!!,"Venimos a vacacionar a este paraíso porque es algo diferente,es nuestra 8va vez en punta cana ,el servicio de este hotel es simplemente fantástico genial,y con muchas atenciones,quiero destacar al joven José de entretenimiento,súper amable,siempre con algo que hacer y buena música,Ramón el mayordomo,Rosa ,Naica,Alexis el bartender gracias por todo ,pronto volveremos..."
Zoetry Agua Punta Cana,"Boynton Beach, Florida",June 2021,5,La escapadita al caribe,"La estadia aqui fue estupenda. Servicio al Maximo, entretimiento, y musica. Jimmy bartender te hace lo que pidas, Jose entretenimiento y musica espetacular y complace a todos los gustos. Los restaurantes esquicitos y la gente de servios son muy amables,la pasamos fenomenal lo recomiendo este lugar '''"
Zoetry Agua Punta Cana,"Boynton Beach, Florida",June 2021,5,Una experiencia unica..!!,"Nuestra estadía fue única, por que el lugar que es maravilloso; es un hotel muy limpio y bien cuidado (hermosos jardines y áreas comunes), la atención y el servicio fue excelente y realmente un sitio espectacular para un verdadero descanso. Tengo necesidades especiales de salud y todos los empleados fueron muy corteses y atentos supliéndolas, lo que hizo que me sintiera cómoda y segura en todo momento. Gracias a Dios por el tiempo que disfrute con mi hija, ya que salimos relajadas. Aprovecho para agradecer profundamente a todos los empleados de Alimentos & Bebidas, nuestra camarista, el Sr. Francisco de Recepción y al Gerente General, el Sr. Jesús, los cuales hicieron que nuestro tiempo fue inolvidable..!!!!"
Zoetry Agua Punta Cana,"Boynton Beach, Florida",June 2021,5,Honeymoon Zoetry punta cana,"Nos encanto vivir la experiencia en zöetry ! Gente maravillosa , comida deliciosa , instalaciones muy bonitas te hacen que tu estancia sea REALMENTE placentera ! Mención especial a : Ramón, maria , naica, domingo , jimmy García , Eduardo Alcántara y Eduardo Garcia ! Gracias por todo !!!"
Zoetry Agua Punta Cana,"Boynton Beach, Florida",May 2021,5,Genial experiencia,"Gran estancia la que hemos tenido y no solo por el hotel sino que en nuestro caso la gran diferencia ha sido el maravilloso personal que hemos conocido; el buen trato y preocupación constante por nuestro bienestar de Fran, Lalo, César y Alan, las recomendaciones siempre acertadas de Plata, los maravillosos cócteles personalizados de Rosa, el cariño y profesionalidad de María o el gran detalle del chef Sandy con la deliciosa tortilla española que nos hizo. Todo siempre con una gran sonrisa y mucho cariño por parte de absolutamente todo el personal. Una experiencia de 10. Muchas gracias!!"
Zoetry Agua Punta Cana,"Richmond, Texas",April 2021,5,Zoetry Agua Punta Cana : Nuestro Pequeño Paraiso,"Hemos venido a Zoetry Agua Punta Cana 2 veces. En el 2011 y en el 2021. Quisimos volver porque la 1era vez tuvimos un maravilloso recuerdo de este lugar. Hoy, en el 2021 podemos decir que nada ha cambiado!!! La atención del personal es MARAVILLOSO!!! Alejandro, se encargó que no nos falte nada y siempre estaba atento que estemos bien e informados de las actividades del Resort. La comida es de lujo, y el ambiente de los restaurantes son cálidos!!! Las bebidas (cócteles) son un arte, porque el barman (Jimmy) es un campeón en cocteles!!! El Spa es maravilloso!!! Las habitaciones siempre están limpias!!! Vienen 2 veces al día para ordenar la habitación y siempre la decoran con lindas flores. El servicio en la playa es maravilloso, siempre hay un mozo listo para traer tus bebidas!!!"
Zoetry Agua Punta Cana,"Richmond, Texas",April 2021,5,Excelentes vacaciones para desconectar,"El Zoetry Agua es un hotel pequeño de muy alto nivel un poco alejado de Punta Cana lo que permite estar ora y aislado para descansar. Las instalaciones son fabulosas muy bien cuidadas, la comida y las bebidas de primer nivel. Sin embargo lo que distingue al Zoetry Agua de otros hoteles de su categoría es el servicio que prestan a los clientes. La atención de Ramon como mayordomo excede por mucho cualquier expectativa, siempre al pendiente de cualquier requerimiento que tengas. El servicio y el cariño de Rube en atención a clientes se agradece infinitamente. Plata junto con todo el personal de restaurantes, en fin todo el equipo del hotel haciendo que te sientas como en casa. Les agradecemos unas magníficas vacaciones!!!!"
Zoetry Agua Punta Cana,"Richmond, Texas",March 2021,5,Excelente Resort.,Excelente Resort. Bueno para descansar y sentirte como en el paraiso. Sin desperdicios. Muy acogedor y ecologico. Te sientes que vives con la naturaleza. Las atenciones de primera. El Conserge y La precepcionista muy atentos en todo momento. La comida muy buena y la comodidad de las habitaciones y del hotel en todo momentonfueron unicas. Lo recomiendo en todo momento.
Zoetry Agua Punta Cana,"Richmond, Texas",January 2021,5,Mi segunda vez en Zoetry Aguas,"Es un resort pequeño y debido al aforo por la pandemia de COVID éramos pocos pasajeros, lo que no impidió que disfrutáramos a pleno de las comodidades del lugar. Estuvimos una semana gozando del buen clima, la playa, el mar de aguas cristalinas y sin olas, y de la gastronomía que nos ofrecieron. Conocimos a la Chef Santa, quien amablemente nos contó detalles de los platos dominicanos y para la despedida nos preparó un delicioso postre con coco rayado, plátano y dulce de leche (solo apto para golosos jeje) y que debería incluir en el menú! Quiero destacar la profesional y cálida atención recibida de los siguientes empleados: * Merlin y Mailen, compartimos cada desayuno y almuerzo, y gracias por hacernos conocer las arepas de yuca! (me llevé la receta) * Alejandra, que nos"
Zoetry Agua Punta Cana,"Richmond, Texas",November 2020,5,Hermoso hotel,Estuve con mi prometido en este hermoso hotel celebrando nuestro compromiso la pasamos de maravilla con una buena comida y muy buenas atenciones de para de nuestro Concierge Ramón y de Miguel del departamento de room service
Zoetry Agua Punta Cana,"Bavaro, Dominican Republic",October 2020,5,Excelente hotel,"Visité este hermoso hotel y quedé encantadísimo con la belleza del lugar, el trato tan gentil de todo el personal aunque le doy un plus a las atenciones de la recepcionista, es una pena que no recuerde su nombre pero sin duda no olvidaré el valor agregado en sus servicios, en general el hotel es excelente y les doy 5 estrellas."
Zoetry Agua Punta Cana,"Bavaro, Dominican Republic",February 2020,5,Excelente,"Estuve en esta hermosa propiedad por un dia (Day Pass). El dia mas relajante que he tenido hace mucho tiempo. Las atenciones impresionante, la comida excelente, el ambiente de tranquilidad que se respira es impresionante desde el momento que llegas hasta que sales. A destacar el excelente servicio de Carlos (Bar del Lobby) y Garivaldi U. Sin dudas volveria."
Zoetry Agua Punta Cana,"Bavaro, Dominican Republic",February 2019,5,Excelente servicio,"Muy buen hotel, una opcion diferente, excelente servicio, la comida es muy buena y el personal es muy atento, tiene un estilo ecologico, para estar en contacto con la naturaleza, hay un area de sauna tipo jacuzzi, de verdad para relajarse, se me quedaron unas pertenencia y solo tuve que llamar y me la enviaron a santo domingo, de verdad que muy atentos, me encato."
Zoetry Agua Punta Cana,"Bavaro, Dominican Republic",December 2019,5,Vacaciones inolvidables,"Este es un santuario de relajación , teníamos una habitación frente al mar ,la playa es hermosa y limpia , tiene 4 restaurante a la carta con una excelente comida los bares con buenas bebidas el staff es excelente y tuvimos un concierge Ramón que siempre estuvo pendiente de nosotros y muy profesional en su trabajo"
Zoetry Agua Punta Cana,"Bavaro, Dominican Republic",December 2019,5,Unas Navidades diferentes. Gracias gente del Zoetry,"He pasado la última semana de diciembre 2019 en el Zoetry y la experiencia ha sido fantástica. Hay muchas cosas a destacar: los cuatro restaurantes con platos muy variados y exquisitos, así como los almuerzos que se servían el en bar todos los días: sushi, ceviches y las comidas especiales preparadas en homenaje a un país determinado. También está muy bien resuelto el servicio de las habitaciones (¡¡está incluido el lavado diario de ropa!! ¿no es esto el paraíso?), el de toallas, los camareros… atentos en todo momento a los pedidos de bebidas y con sugerencias de cócteles preparados al gusto de cada cliente, la cafetería, las actividades deportivas y por supuesto el spa. Pero lo más agradable fue la relación personal con los empleados del hotel, empezando por Ramón (que se"
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",November 2019,5,Una delicia de hotel,"Para descansar y desconectarse es el mejor hotel en el cual me he hospedado! Atención al cliente genial! Todo es un nivel por encima de cualquier otro hotel, es como su saludo dice “bienvenidos a casa”"
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",December 2019,5,Excelente,"Excelente servicio , comida , habitación. Todo limpio , personal amable . Menú variado y original. Playa limpia, no hay ruidos estridentes en los alrededores . La temática es eco con uso de madera , bambú . Los patios bien cuidados y con ambientes diferentes Para sentarse y pasar un buen rato."
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",November 2019,5,máximo.,"Nosotros quedamos encantado por excelente servicio brindando por todo el personal de zoetry sin excepción,la comida extremadamente muy buena y toda las instalaciones del hotel en excelente condiciones disfrute al maximo."
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",September 2019,5,Vacaciones en el paraíso,"Hay muchas cosas positivas. Las enlisto: * La playa es fantástica. * La atención del personal es el mejor. Especialmente Estefani, Domingo, Rosa y el chef del sushi en la piscina cuyo nombre no recuerdo. Su atención al detalle fue formidable. Tuvieron la atención de hacernos una comida típica dominicana, y de hacerme cada mañana un jugo verde como a mí me gustaba. ¡Personalizado, excelente! * Limpieza, excelente. Detalles a corregir: * El aire acondicionado de la 1a habitación que nos asignaron, no funcionaba. Nos cambiaron. * El mayordomo que nos asignaron no hizo gran diferencia. Pedí informes para ir a un campo de golf...terminé buscándolos yo mismo. Son más los puntos positivos. Sin duda volveríamos."
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",August 2019,5,Superó mis expectativas,"Es un hotel al que definitivamente recomiendo ir. Buen servicio, instalaciones muy acogedoras. Y el trato del personal es de calidad.La comida muy buena, con una excelente presentación. Los restaurantes muy cómodos, en especial el Índigo con vistas al mar."
Zoetry Agua Punta Cana,Dominican Republic,August 2019,5,El Zoetry Aqua es excelente y relajante,"El Zoetry Aqua en Uvero alto es excelente, elegante, tranquilo y con excelente comida y empleados muy orientados al servicio. Mi esposa y yo estuvimos celebrando nuestro aniversario de bodas y tanto la suite, las comidas y las atenciones fueron por todo lo alto. Gracias a nuestro Butler Alejandro por sus atenciones. Gracias especiales a Marcelo el mejor barrendero, a Harlent, Jessica y Wilson con los desayunos ,al igual que Antonio en el bar de la playa y por último a Alberto Santana. Fuimos tratados como reyes. Vale la pena regresar."
Zoetry Agua Punta Cana,Dominican Republic,June 2019,5,una joya para el relax en Dominicana,"Excelente hotel para los que amamos descansar en un sitio sin los ruidos tipicos de los grandes hoteles, servicio muy gentil de sus trabajadores, habitaciones con diseños muy particulares y naturales, sugiero las habitaciones del sector derecho , las mas antiguas. la playa hermosa, sin embargo con corales y arrecifes, que no permiten nadar mucho pero si hermosa para snorkling. Imperdible el paseo a caballo por la playa. Servicio de lavanderia y llamadas internacionales gratis, SUPER"
Zoetry Agua Punta Cana,Dominican Republic,July 2019,5,RELAX Y DISFRUTE EN TODO MOMENTO,Resort tranquilo ubicado en Uver Alto (Zona de Resorts de lujo) dónde el trato con los empleados es más individualizado que colectivo con mayordomo individual encargado de que todo esté ok para los huéspedes.
Zoetry Agua Punta Cana,Dominican Republic,July 2019,5,De mis mejores vacaciones!!!,"Una auténtica pasada!!! Y es que hay que vivirlo para sentirlo!!! Disfrute y relax desde el momento de la entrada. Preocupación por el personal del hotel para hacerte sentir cómo a una reina!!! Y es que mis deseos fueron órdenes... Música española en las noches de baile (a mí mayordomo, Jairo). Un tiramisú a la camarera del Amaya, Ingrid... Encantadora. Y muy agradecida al personal de recepción... Gracias, de corazón!"
Zoetry Agua Punta Cana,Dominican Republic,June 2019,5,Excelente Estadía para nuestro Aniversario de Boda,"La pasamos como habíamos pensado, el personal del restaurante AMAYA se extremaron con la sorpresa a mi Esposa, Excelente cena de Langosta a la Parrilla y un buen Merengue de Juan Luis Guerra que hasta lo bailamos, Víctor, Ángel Jendy y todo el personal del AMAYA fueron impresionante con nosotros, muchas gracias por sus atenciones!!!!"
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",June 2019,5,Excelente para descansar,"Zoetry es un hotel muy acogedor todo cerca, excelente para descansar. Un concepto diferente pues todos los restaurantes son a la carta. Lo Mejor: El servicio del personal y Las langostas! Punto a Mejorar: No había helado, los postres eran escasos y pudieran estar mejor. Todo lo demás excelente."
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",June 2019,5,Excelente hotel. Volveremos,"Primera vez en el hotel Zoetry Agua y seguro que no será la última. Nos quedamos 7 días que se nos hicieron muy cortos. Hemos estado en otros hoteles de Punta Cana y creemos que Zoetry está a otro nivel. Por poner un ""pero"", me hubise gustado que la oferta de platos vegetarianos en los restaurantes Amaya y Piragua fuese más grande. En cualquier caso, un 10 para el hotel y todo su personal."
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",June 2019,5,Vacaciones,Excelente hotel y excelente servicio. Tranquilidad absoluta para relajarse en vacaciones. Alejado totalmente del turismo todo incluido masificado.Una playa salvaje sin hoteles vecinos y sin música molesta.
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",May 2019,5,Impresionante,"Muy recomendable para venir en pareja. Estancia cómoda, todo tipo de servicios, personal encantador! Alejandra, la mejor bartender!! No solo sirve los cockteles ricos, sino que te hace reir, bailar, cantar... la mejor!"
Zoetry Agua Punta Cana,"Santo Domingo, Dominican Republic",April 2019,4,Servicio impresionante,"Fuimos una semana de vacaciones, las habitaciones y las instalaciones del hotel muy bien. Una pequeña renovación de las máquinas del gimnasio sería bueno. El personal, impresionante, lo nunca visto, serviciales, amables, siempre disponibles y dispuestos a buscar todo lo que uno pueda necesitar, y todo ello con alegría y felicidad. Cabe destacar a Antonio y Alfredo en la playa, Jessica en los restaurantes y por supuesto Dio!! Gracias!! El único punto a mejorar sería alguno de los restaurantes como el Mediterráneo que se agradecería pescado fresco, aunque se tuviera que pagar algo extra."
Zoetry Agua Punta Cana,"La Altagracia Province, Dominican Republic",March 2019,5,Volveríamos un millón de veces!,"Nuestra visita al Zoetry Agua fue fenomenal. El servicio y la atención a los huéspedes era prioridad número uno en todos las diferentes sectores del hotel. Nuestra habitación siempre estaba arreglada, limpia y el mini bar siempre estaba lleno. Si en algún momento querías que algo fuese repuesto/resurtido podías utilizar la tableta en la habitación y ordenarlo con tan solo presionar un botón. Alba, siempre estaba pendiente de pasar por nuestra habitación y revisar si necesitábamos toallas o cualquier cosa en general. Nuestro mayordomo, Ramon, siempre estaba pendiente de nosotros y si necesitábamos algo se movía con mucha rapidez para ayudarnos. Por ejemplo, las persianas de nuestra habitación no funcionaban bien, se lo comunicamos a Ramon y en menos de una hora las persianas"
Zoetry Agua Punta Cana,"La Altagracia Province, Dominican Republic",December 2018,5,Zoetry Review,"Sin lugar a duda lo que mas me gustó fue ver la integración y el trabajo en equipo en todo el personal sin excepción. El trato entre ellos mismos como colaboradores así como hacia el huésped es el mejor que he visto. Lo hacen con amabilidad, alto nivel de profesionalismo y genuino interés. Nuestro concierge (Butler) Ramón fue excelente! Así como también lo fueron Juan Carlos el camarero (room service), Robinson el sommelier y el personal del Spa en especial Yesenia, Olga y Yisel. Así mismo quedé impresionado con la higiene de todo el hotel al igual que con la calidad gastronómica. El complejo hotelero y la playa son de primera categoría también. La única recomendación que tengo es instalar un cajero automatico para retirar efectivo sin tener que salir del hotel."
Zoetry Agua Punta Cana,"La Altagracia Province, Dominican Republic",November 2018,5,Insuperable. Fue una excelente experiencia.,"Las atenciones fueron más que personalizadas. La habitación más que confortable. La comida deliciosa, variada y un menú saludable. Buena selección de vinos. Su diseño campestre - playero es increíble. Definitivamente es mi hotel preferido para descansar. Especial agradecimiento a Ramón Reynoso, hizo muy bien trabajo como mayordomo, siempre estuvo atento. Excelente excelente."
Zoetry Agua Punta Cana,"La Altagracia Province, Dominican Republic",November 2018,5,Excelente vacaciones en familia,Este es un excelente hotel con un buen servicio tienen 4 restaurantes todos a la carta mi favorito fue el restaurante olena el italiano teníamos un mayordomo llamado Ramon y Jean carlos la playa es impresionante Antonio en la playa fue excelente siempre estaba atentos a nosotros
Zoetry Agua Punta Cana,"La Altagracia Province, Dominican Republic",November 2018,5,Hermoso fin de semana!!,"Expreso de manera escrita mi agradecimiento a todo los empleados de Zoetry, especialmente a jean Carlos Javier, y alos camareros, un buen servicio ala habitación. No tengo palabras para escribir como este hotel da un excelente servicio, te lo recomiendo si quieres pasar un tiempo de relación y excelente trató. Yo les Daría 10 estrellas!!"
Zoetry Agua Punta Cana,"Farmingdale, New York",October 2018,5,Una Experiencia muy inolvidable,"Quisiera agradecer a todo el personal del hotel, para comensar desde el primer día que llegamos a atención fue espectacular, Ramón fue nuestro concierge durante nuestra estadía y su atención fue de maravilla siempre al pendiente de todo y muy servicial. La comida en los cuatro restaurantes índigo, Amaya, Piragua y Olena es muy esquisita desde el desañuno hasta la cena, las personas que nos atendieron, Merlín, Diógenes, y Topacia Fueron muy amables y cortes siempre al pendiente de todo, en el front desk Marlene muy servicial nos ayudó en todo lo que pedíamos, y no me puedo olvidar de Marcelo en el bar siempre muy contento y servicial, Rosy en el coffee shop muy servicial también. Nuestra habitación siempre muy Limpia Dulce Maria fue quien se encargaba por la mañana y la"
Zoetry Agua Punta Cana,"Farmingdale, New York",October 2018,5,Excelente Resort,"La calidad y sabor de los alimentos es muy buena, la cama podría ser más confortable solamente bien, lo que vale la pena es la gente que trabaja ahí y brinda un excelente servicio, especial agradecimiento a Cesar (concierge), Ramón Reynoso, Frank, Robinson, Jessica, Diogenes, Marileny."
Zoetry Agua Punta Cana,"Farmingdale, New York",October 2018,4,Para Empezar de Nuevo,"Excelente resort para desconectarse del día a día de la ciudad y re-encontrarse con uno mismo gracias a la paz que ofrece cada una de los espacios del hotel, totalmente rodeado de la naturaleza. Perfecto para vivirlo en pareja. Atenciones personaliadas con un staff de primera y siempre con actitud positiva."
Zoetry Agua Punta Cana,"Farmingdale, New York",October 2018,5,Hermosisima estadia,"Waooo, que hermoso es eso hotel, es precioso, nunca olvidare mi cumpleaños, ellos prepararon todo hermossisimo, y personalizado, no tengo palabras para expresar lo que vivi en el zoetry , todos son amables, alegres, bonito, rico y delicioso. Gracias a jeimy por sus atenciones me hizo pasar el mejor de mis dias, tambien Jose el mayordomo waoooo cuanta profesionalidad en una sola persona. Los chicos del restaurante y del bar, marleny, victor, Joaquin, y luis el Jefe de bares tremenda persona. Muchas gracias a todos , la verdad que ese hotel tiene 5 diamantes."
Zoetry Agua Punta Cana,"Farmingdale, New York",February 2018,5,Bellísimo,Demasiado bello toodooo una experiencia única y divina ... el lugar ideal para reconectar para renacer para descansar un lugar mágico en donde podrás disfrutar sin lugar a dudas momentos únicos y construyendo memorias hermosas junto a esa persona o grata compañía. La comida es excelente el hotel es Boutique razón por la cual las actividades son limitadas... mas de la mano de su mayordomo o el equipo de trabajo lograrían hacer de sus vacaciones lo que usted desea!!!
Zoetry Agua Punta Cana,"Santiago Momoxpan, Mexico",August 2018,5,Hermoso hotel ideal para descanso,"El hotel está muy bonito, las habitaciones muy lindas, cómodas y amplias, la playa está deliciosa. La comida muy rica y de buena calidad. El servicio excelente y el personal muy amable. Es un hotel de descanso para relajarse."
Zoetry Agua Punta Cana,"Santiago Momoxpan, Mexico",August 2018,5,INCREÍBLE!!!!!!!,"Que decir del hotel, maravilloso se queda corto, buena atención, buen servicio, buena comida y buena bebida Un hotel para la relajación total, muy tranquilo, de hecho solo tiene 96 suites y en todo momento se preocupan de ti, estés donde estes, playa, piscina habitación, da igual siempre te preguntan quieres alguna cosa Yo especial doy las gracias a Stephanie (monitores de yoga), Oliver (servicio de habitaciónes) y Ramon (mayordomo), y a todos los demás gracias, por hacernos pasar una semana increíble Os pondría mas fotos pero no me dejan poner mas de 10 Volveremos pronto!!!! Muchas gracias!!! Armando"
Zoetry Agua Punta Cana,"Santiago Momoxpan, Mexico",August 2018,5,Excelente servicio,"Mi madre y mi hermana vinieron a visitarme aquí en RD y durábamos 4 noches en Zoetry Agua Punta Cana. Mi padre falleció en marzo, pero el cumpliera años el 31 de Julio y mi hermana cumple años en 1 de agosto. Siempre celebramos sus cumpleaños juntos. Explique la situación a Arismendy, nuestro Butler, y el hizo todo lo posible para hacer una cena lindisima en la playa para celebrarlos, incluyendo un bizcocho con los nombres de los dos. También, Nairobi en la spa hizo una comida linda para mi hermana el día de su cumpleaños, con champagña, bizcocho, nachos, y sándwiches. Era un detalle precioso. El personal trabaja mucho para asegurar que todo sale bien con tu visita. Arismendy me ayudo mucho durante mi visita, hasta con un envío en el pueblo más cercano que tenía que hacer de"
Zoetry Agua Punta Cana,"Santiago Momoxpan, Mexico",July 2018,5,Resanso de paz,"Si usted realmente quiere descansar, este es el hotel. Instalaciones adecuadas, buenas habitaciones, bares y restaurantes, el mejor mar que se pueda tener porque tiene una barrera coralina que hace que sea casi una piscina el mar, en los otros hoteles no es así. Piscinas que recorren todo el lugar, buena comida con diferentes opciones (para mi el mejor fue el italiano). Nosotros pedimos una cena romántica en la playa, la cual fue bien dispuesta (aunque fue mucha comida, en estos temas, a veces, menos es más), la atención de Ramón fue la mejor, y nos complació en todo lo que le pedimos. Definitivamente es un hotel para parejas, para relajarse y descansar. Tenga en cuenta que el hotel queda alejado (45 -50 mins) del aeropuerto, y si quiere salir en la noche a alguna disco (Coco"
Zoetry Agua Punta Cana,"Santiago Momoxpan, Mexico",July 2018,5,UNLIMITED VACATION CLUB,"excelente lugar, la atención, las instalaciones, el servicio de primer nivel, y la calidez de su gente extraordinaria, los alimentos y el detalle de acompañarte en tu celebración es única, el compartir su comida tradicional es un orgullo para ellos, además excelente la comida tradicional."
Zoetry Agua Punta Cana,"Leon, Spain",June 2018,5,Excelentes vacaciones,Complejo excelente y dentro de un emplazamiento realmente hermoso Comida de muy alto nivel en todos sus restaurante desde el desayuno hasta la cena. Trato del personal excepcional y especial mención a Ramon por su trato tan cercano.
Zoetry Agua Punta Cana,"Leon, Spain",June 2018,5,Excelente cumpleaños,El hotel es súper recomendable excelente la comida las instalaciones y que decir del mejor mayordomo Ramón haciendo de nuestra estancia un viaje memorable. La playa está lo máximo si se trata de relajarte y olvidarte de todo aquí es el lugar ideal ❤️❤️❤️
Zoetry Agua Punta Cana,"Leon, Spain",June 2018,5,Excelente aniversario bodas,"Excelente servicio de nuestro mayordomo Ramón (el carnal dominicano) Seguro regresamos para una vacación más, todos los servicios del hotel son de primera: los alimentos, bebidas y demás suplementarios. Los chefs y meseros, el servicio de playa y de la locación de cocos es excelente. Un gran país para conocer."
Zoetry Agua Punta Cana,"Leon, Spain",April 2018,4,Vacaciones inolvidables,"El hotel es hermoso, puro lujo enclavado en el paraíso llamado Uvero Alto en Rep. Dominicana. Lo único que tengo para decir es que me sorprendió para mal la falta de detalles pequeños que hacen la diferencia en estos hoteles de lujo, como por ejemplo, no nos dejaban ni un chocolate en la almohada por la noche, tuve que reclamar varias veces un espumante y unas frutillas que me habían prometido para celebrar mi amiversario. El ultimo dia me trajeron el espumante y una mini torta. El resto fue maravilloso, la comida, los tragos, todo muy bien."
Zoetry Agua Punta Cana,"Leon, Spain",May 2018,5,Excelente lugar!!!,"Un hotel extraordinario con un servicio inigualable... Los alimentos y bebidas muy buenos... la atención personalizada en todo momento por parte de todo el personal, principalmente por el Mayordomo Ramon y la Hostess Jendy.... Ampliamente recomendable y desde luego que regresaremos..."
Zoetry Agua Punta Cana,"Buenos Aires, Argentina",April 2018,4,Increíble el lugar,"El hotel cumplió ampliamente mis expectativas... es una lugar para ir a relajarse y disfrutar de la playa,,, La infraestructura que tiene es muy linda. Además, te asignan un mayordomo, que en nuestro caso fue Ramón Reynoso, quien siempre estuvo pendiente de todas nuestras necesidades y de hacer que nuestra estudia sea increibleeeee! El hotel tiene un personal muy amable! Tienen un Spa impresionante, me hicieron sentir muy bien siempree! Un muy buen servicio y atención de todas las chicas del spa. Como latina que soy me da mucha tristeza cuando viajo a estos destinos y me encuentro que toda la información esta exclusivamente en Ingles. No tenes ninguna posibilidad de acceder a la información en español. Por ultimo, lo que menos me gusto fue la organización de los"
Zoetry Agua Punta Cana,"Buenos Aires, Argentina",April 2018,4,Buen descanso,"El hotel es muy original, con cabañas, techos de paja súper originales.. Tienen sistema de mayordomo que le soluciona todos los problemas. Ramón Reynoso con un trato excepcional, preocupado constantemente por el bienestar del pasajera. Habitaciones amplias. >Todo el personal muy atento y amable. Spa excepcional. Es un hotel tranquilo sin música estridente, con actividades relajadas. Para descansar. El único problema es que desde el idioma (folletería, información) idioma, menú todo orientado al norteamericano. El idioma español no existe salvo en el menú traducido. Los restaurantes, el acotado menú, y la organización dejan mucho que desear. Si tengo que dar en orden en cuanto a la atención: Italiana, Amaya, Piragua, Indigo. Lo bueno es que no hay que hacer reservaciones y"
Zoetry Agua Punta Cana,"Buenos Aires, Argentina",April 2018,5,Unlimited luxury it's a fact!!,Todos brindan un servicio excepcional.... pero si voy a recomendar algo es lo siguiente: procurar a Jairo en el bar de la piscina... y permitirle a el sorprenderlos con su versaril talento en el bar... yo y mi ESPOSA... Q NO es tan experimental fuimos asombrados con al menos mas de 10 distintas y riquisimas combinaciones... gracias!!!
Zoetry Agua Punta Cana,"Buenos Aires, Argentina",March 2018,5,Hermoso hotel,"Este es un hermoso hotel de relajación , tiene 4 restaurante a la carta con una buena selección de comida y cena me gustó mucho el restaurante olena es italiano es genial , la playa muy hermosa tuve la oportunidad de tener un mayordomo Ramón una excelente persona con un buen servicio"
Zoetry Agua Punta Cana,"Buenos Aires, Argentina",March 2018,5,Relajante,"Es un buen sitio para relajarse y de muy buena calidad. La comida es fresca, tienen bebidas de buena calidad y posee un ambiente calmado en donde no habra nada que te moleste. El unico sonido del lugar son lo pajaros y el agua caer"
Zoetry Agua Punta Cana,"Villa Carlos Paz, Argentina",June 2017,5,Excelente todo!,"Desde las instalaciones hasta el servicio, un lugar de paraíso. Las habitaciones con vista al mar son maravillosas. El desayuno es muy completo y el servicio all inclusive para socios es de destacar. Recomendable."
Zoetry Agua Punta Cana,"Villa Carlos Paz, Argentina",January 2018,5,Entendieron todo,"El título de la opinión no es casualidad, entendieron todo a la hora de hablar de descanso, relax y buen trato. No existe hora de check Out, no existe pulsera que tengas que ponerte, no existe equipo de animación que te moleste, nomexiste tener que reservar para la cena y si existe un trato absolutamente personalizado, amable y eficaz. Si existe comida de primer nivel y bebidas de primer nivel. Agradecemos a Ramón que fue la persona encargada que no nos falte nada. Lo mismo para todas las personas que trabajan ahí, impecables."
